,Source Account,Date,Structured Timestamp,Tweets Ago,Tweet Text,Tweet Category,Compound,Positive,Neutral,Negative
228,CNN,Tue Jul 31 01:52:56 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=1, tm_min=52, tm_sec=56, tm_wday=1, tm_yday=212, tm_isdst=-1)",29,"A former head of human resources at FEMA has been accused of trading sex for jobs at the agency, the summary of the… https://t.co/PdhL2CYqzW",Other,-0.296,0.0,0.909,0.091
229,CNN,Tue Jul 31 01:20:53 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=31, tm_hour=1, tm_min=20, tm_sec=53, tm_wday=1, tm_yday=212, tm_isdst=-1)",30,"New indicators, including satellite images, show North Korea could be building new missiles, the Washington Post re… https://t.co/WwNOkQrGiW",Other,0.0,0.0,1.0,0.0
230,CNN,Mon Jul 30 23:10:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=23, tm_min=10, tm_sec=9, tm_wday=0, tm_yday=211, tm_isdst=-1)",31,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… https://t.co/RUtaNcsciF,Disaster/War,0.0,0.0,1.0,0.0
231,CNN,Mon Jul 30 22:19:27 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=22, tm_min=19, tm_sec=27, tm_wday=0, tm_yday=211, tm_isdst=-1)",32,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… https://t.co/CRjxI2OldJ,Other,-0.7506,0.0,0.738,0.262
232,CNN,Mon Jul 30 21:41:18 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=21, tm_min=41, tm_sec=18, tm_wday=0, tm_yday=211, tm_isdst=-1)",33,"A weekend shooting that left three people dead and seven wounded may have been gang-related, New Orleans police say… https://t.co/oYQVGGgygb",Disaster/War,-0.6486,0.0,0.807,0.193
233,CNN,Mon Jul 30 20:27:47 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=20, tm_min=27, tm_sec=47, tm_wday=0, tm_yday=211, tm_isdst=-1)",34,"CBS board takes no action against CEO Les Moonves, but will hire outside counsel to independently investigate the s… https://t.co/smo2jQw3Hv",Other,-0.1531,0.0,0.922,0.078
234,CNN,Mon Jul 30 19:11:07 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=19, tm_min=11, tm_sec=7, tm_wday=0, tm_yday=211, tm_isdst=-1)",35,"President Trump says he is willing to meet with Iran's leadership, without preconditions, ""whenever they want.""… https://t.co/G2i4WPsx7m",Other,0.0,0.0,1.0,0.0
235,CNN,Mon Jul 30 18:22:41 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=18, tm_min=22, tm_sec=41, tm_wday=0, tm_yday=211, tm_isdst=-1)",36,"President Trump, speaking alongside Italian Prime Minister Conte, repeats his threat to allow a government shutdown… https://t.co/oYt9a2fyce",Other,-0.3612,0.098,0.725,0.176
236,CNN,Mon Jul 30 17:44:15 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=17, tm_min=44, tm_sec=15, tm_wday=0, tm_yday=211, tm_isdst=-1)",37,"Meeting at the White House, President Trump praises Italian Prime Minister Giuseppe Conte's ""firm stance on the bor… https://t.co/m55sZ82xoS",Other,0.5267,0.159,0.841,0.0
237,CNN,Mon Jul 30 15:57:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=15, tm_min=57, tm_sec=21, tm_wday=0, tm_yday=211, tm_isdst=-1)",38,"The Carr Fire burning in Shasta County, California, has destroyed 966 structures, making it the 9th-most destructiv… https://t.co/qKRvyokQHa",Other,-0.6808,0.0,0.741,0.259
238,CNN,Mon Jul 30 15:45:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=15, tm_min=45, tm_sec=5, tm_wday=0, tm_yday=211, tm_isdst=-1)",39,"The operator of a duck boat tour that capsized in Branson, Missouri, killing 17 people, is sued for $100 million. T… https://t.co/jKYIc7sjx7",Disaster/War,-0.6597,0.0,0.82,0.18
239,CNN,Mon Jul 30 14:31:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=14, tm_min=31, tm_sec=54, tm_wday=0, tm_yday=211, tm_isdst=-1)",40,"Temperatures in the triple digits are forecast all week for the Redding, California, area, where the monstrous Carr… https://t.co/xbSgWbWOW4",Other,0.0,0.0,1.0,0.0
240,CNN,Mon Jul 30 12:08:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=12, tm_min=8, tm_sec=4, tm_wday=0, tm_yday=211, tm_isdst=-1)",41,"Pope Francis accepts the resignation of Australian Archbishop Philip Wilson, the highest ranking Catholic official… https://t.co/p7SYIQCqBt",Other,0.0258,0.124,0.757,0.119
241,CNN,Mon Jul 30 09:36:49 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=9, tm_min=36, tm_sec=49, tm_wday=0, tm_yday=211, tm_isdst=-1)",42,A medicine manufacturer in China is undertaking an international recall of active substances used in a commonly-use… https://t.co/enwg0MWZc4,Other,0.4019,0.153,0.847,0.0
242,CNN,Mon Jul 30 09:21:00 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=9, tm_min=21, tm_sec=0, tm_wday=0, tm_yday=211, tm_isdst=-1)",43,Malaysian authorities said they have failed to determine the cause of the 2014 disappearance of Malaysian Airlines… https://t.co/OeOdaRUVDc,Other,-0.5106,0.0,0.837,0.163
243,CNN,Mon Jul 30 08:14:21 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=8, tm_min=14, tm_sec=21, tm_wday=0, tm_yday=211, tm_isdst=-1)",44,"Hundreds of people are trapped on a volcano on the popular Indonesian tourist island of Lombok, after a devastating… https://t.co/uifhnBhZ96",Other,-0.1531,0.126,0.721,0.153
244,CNN,Mon Jul 30 04:05:23 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=30, tm_hour=4, tm_min=5, tm_sec=23, tm_wday=0, tm_yday=211, tm_isdst=-1)",45,"Two Americans were among four cyclists killed Sunday by a hit-and-run driver in Tajikistan, authorities say https://t.co/IYBlGWdBTI",Disaster/War,-0.6705,0.0,0.769,0.231
245,CNN,Sun Jul 29 23:43:38 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=23, tm_min=43, tm_sec=38, tm_wday=6, tm_yday=210, tm_isdst=-1)",46,"Civil rights icon Rep. John Lewis released from hospital with a clean bill of health, his spokeswoman says… https://t.co/BtrYIGcWdW",Other,0.4019,0.137,0.863,0.0
246,CNN,Sun Jul 29 19:48:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=19, tm_min=48, tm_sec=16, tm_wday=6, tm_yday=210, tm_isdst=-1)",47,A California wildfire has doubled in size this weekend. Authorities say at least 12 people are missing and the blaz… https://t.co/lHLLtnaFAP,Other,-0.296,0.0,0.896,0.104
247,CNN,Sun Jul 29 14:52:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=14, tm_min=52, tm_sec=9, tm_wday=6, tm_yday=210, tm_isdst=-1)",48,"President Trump threatens to push the government into a shutdown unless Congress funds his proposed border wall, wh… https://t.co/SAgxDn2EQg",Other,-0.3818,0.0,0.867,0.133
248,CNN,Sun Jul 29 13:55:38 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=13, tm_min=55, tm_sec=38, tm_wday=6, tm_yday=210, tm_isdst=-1)",49,President Erdogan says Turkey didn't agree to free a detained American pastor as part of a possible deal with the U… https://t.co/z0irq7NtRZ,Other,-0.7588,0.0,0.694,0.306
249,CNN,Sun Jul 29 13:20:27 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=13, tm_min=20, tm_sec=27, tm_wday=6, tm_yday=210, tm_isdst=-1)",50,Former White House communications director Anthony Scaramucci on the White House barring CNN's Kaitlan Collins from… https://t.co/wAQPCHKV4E,Other,0.0,0.0,1.0,0.0
250,CNN,Sun Jul 29 13:09:08 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=13, tm_min=9, tm_sec=8, tm_wday=6, tm_yday=210, tm_isdst=-1)",51,"“There’s certainly been a breach in the relationship,” between President Trump and Michael Cohen says former WH com… https://t.co/Q1xw5Ou2qW",Other,0.34,0.124,0.876,0.0
251,CNN,Sun Jul 29 04:29:20 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=4, tm_min=29, tm_sec=20, tm_wday=6, tm_yday=210, tm_isdst=-1)",52,Civil rights icon and Georgia congressman Rep. John Lewis has been hospitalized but is expected to be released Sund… https://t.co/Xl0JGOI3Ra,Other,0.0,0.0,1.0,0.0
252,CNN,Sun Jul 29 03:48:54 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=29, tm_hour=3, tm_min=48, tm_sec=54, tm_wday=6, tm_yday=210, tm_isdst=-1)",53,"At least three people are dead and seven injured after a shooting in New Orleans, city police spokesman says https://t.co/tEKOdcOJrJ",Disaster/War,-0.7906,0.0,0.708,0.292
253,CNN,Sat Jul 28 12:33:14 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=28, tm_hour=12, tm_min=33, tm_sec=14, tm_wday=5, tm_yday=209, tm_isdst=-1)",54,"A Texas man killed two people at his house and two more at a nearby nursing home before killing himself, police say… https://t.co/Urh42R99ij",Disaster/War,-0.872,0.0,0.681,0.319
254,CNN,Sat Jul 28 12:22:12 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=28, tm_hour=12, tm_min=22, tm_sec=12, tm_wday=5, tm_yday=209, tm_isdst=-1)",55,Pope Francis accepts the resignation of American cardinal Theodore McCarrick. He has been accused of sexual abuse o… https://t.co/ZlpIcQ3V7f,Other,-0.743,0.089,0.579,0.332
255,CNN,Sat Jul 28 10:59:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=28, tm_hour=10, tm_min=59, tm_sec=5, tm_wday=5, tm_yday=209, tm_isdst=-1)",56,"The UN has verified 7,000 cases of children either killed or maimed in Syria's seven-year war but says unverified r… https://t.co/3PWxAbHYKB",Disaster/War,-0.6369,0.0,0.785,0.215
256,CNN,Sat Jul 28 01:48:06 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=28, tm_hour=1, tm_min=48, tm_sec=6, tm_wday=5, tm_yday=209, tm_isdst=-1)",57,Gun control groups lost an emergency bid Friday to block a Texas organization from posting instructions to 3-D prin… https://t.co/mY2WG9Jfsu,Other,-0.8481,0.0,0.595,0.405
257,CNN,Fri Jul 27 23:28:20 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=23, tm_min=28, tm_sec=20, tm_wday=4, tm_yday=208, tm_isdst=-1)",58,RT @CNNMoney: Six women tell The New Yorker that CBS chief Les Moonves sexually harassed them https://t.co/JCiTsfSz8m https://t.co/47pxzHjb…,Other,-0.5423,0.0,0.829,0.171
258,CNN,Fri Jul 27 23:15:34 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=23, tm_min=15, tm_sec=34, tm_wday=4, tm_yday=208, tm_isdst=-1)",59,"The New York Police Department has given an ""all-clear"" after investigating an incident at Trump Tower in Manhattan… https://t.co/6J8OALBmuN",Other,0.0,0.0,1.0,0.0
259,CNN,Fri Jul 27 22:40:17 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=22, tm_min=40, tm_sec=17, tm_wday=4, tm_yday=208, tm_isdst=-1)",60,The NYPD is responding to a report of three suspicious packages at three different locations inside Trump Tower in… https://t.co/4kGyrEDtfp,Other,-0.3612,0.0,0.878,0.122
260,CNN,Fri Jul 27 15:34:25 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=15, tm_min=34, tm_sec=25, tm_wday=4, tm_yday=208, tm_isdst=-1)",61,MoviePass' parent company says it had a service outage on Thursday because it couldn't afford to pay for movie tick… https://t.co/BvIHanXpM9,Other,0.0762,0.064,0.936,0.0
261,CNN,Fri Jul 27 14:48:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=14, tm_min=48, tm_sec=19, tm_wday=4, tm_yday=208, tm_isdst=-1)",62,Shareholders approve Disney's purchase of most of 21st Century Fox https://t.co/SAxADtshHg https://t.co/jxvjB8IaN0,Other,0.0,0.0,1.0,0.0
262,CNN,Fri Jul 27 14:03:16 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=14, tm_min=3, tm_sec=16, tm_wday=4, tm_yday=208, tm_isdst=-1)",63,President Trump touts the fastest US economic growth since 2014 in remarks on the White House lawn. Follow live upd… https://t.co/yT2vlypjJa,Other,0.3612,0.115,0.837,0.048
263,CNN,Fri Jul 27 13:41:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=13, tm_min=41, tm_sec=9, tm_wday=4, tm_yday=208, tm_isdst=-1)",64,RT @CNNMoney: Markets edge higher after strong US growth figures. Dow gains 25 points. Nasdaq advances 0.3%. Amazon jumps 3% on skyrocketin…,Other,0.8402,0.357,0.643,0.0
264,CNN,Fri Jul 27 12:44:10 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=12, tm_min=44, tm_sec=10, tm_wday=4, tm_yday=208, tm_isdst=-1)",65,RT @CNNPolitics: President Trump disputes Michael Cohen's claim that he knew in advance about the 2016 Trump Tower meeting https://t.co/Hp9…,Politics,-0.2732,0.0,0.9,0.1
265,CNN,Fri Jul 27 12:43:58 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=12, tm_min=43, tm_sec=58, tm_wday=4, tm_yday=208, tm_isdst=-1)",66,The US economy grew at an annual rate of 4.1% for the second quarter of this year — the fastest pace since 2014… https://t.co/LlY5EHsWSW,Other,0.0,0.0,1.0,0.0
266,CNN,Fri Jul 27 05:59:49 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=5, tm_min=59, tm_sec=49, tm_wday=4, tm_yday=208, tm_isdst=-1)",67,"A wildfire in Northern California intensified, killing one person and prompting evacuations at a hospital https://t.co/bBUHSO38PB",Disaster/War,-0.6597,0.0,0.747,0.253
267,CNN,Fri Jul 27 02:15:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=2, tm_min=15, tm_sec=3, tm_wday=4, tm_yday=208, tm_isdst=-1)",68,North Korea has handed over what are believed to be the remains of US troops killed during the Korean War some 65 y… https://t.co/VxstUfHfh8,Disaster/War,-0.8555,0.0,0.724,0.276
268,CNN,Fri Jul 27 01:10:30 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=27, tm_hour=1, tm_min=10, tm_sec=30, tm_wday=4, tm_yday=208, tm_isdst=-1)",69,BREAKING: Michael Cohen claims then-candidate Donald Trump knew in advance of 2016 Trump Tower meeting in which Rus… https://t.co/gLLqQKCvFY,Other,0.0,0.0,1.0,0.0
269,CNN,Thu Jul 26 22:38:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=22, tm_min=38, tm_sec=9, tm_wday=3, tm_yday=207, tm_isdst=-1)",70,"The government says it reunited 1,442 families under a court order, but more than 700 were declared ineligible and… https://t.co/zkCHZE5Zxd",Legal/Criminal,0.0,0.0,1.0,0.0
270,CNN,Thu Jul 26 20:49:43 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=20, tm_min=49, tm_sec=43, tm_wday=3, tm_yday=207, tm_isdst=-1)",71,RT @CNNMoney: Facebook just had the biggest single-day loss for any public company in history  https://t.co/4pHXozogxg https://t.co/kM0zyEt…,Other,-0.3182,0.0,0.874,0.126
271,CNN,Thu Jul 26 18:12:04 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=18, tm_min=12, tm_sec=4, tm_wday=3, tm_yday=207, tm_isdst=-1)",72,About 150 people were injured when roughly 800 migrants stormed a border fence to enter Spain's northern African en… https://t.co/V8Yqj0faKo,Other,-0.4019,0.0,0.87,0.13
272,CNN,Thu Jul 26 16:04:01 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=16, tm_min=4, tm_sec=1, tm_wday=3, tm_yday=207, tm_isdst=-1)",73,House Speaker Paul Ryan says he does not support House conservatives' efforts to impeach Deputy Attorney General Ro… https://t.co/IHBrLjSsCo,Other,-0.3089,0.0,0.889,0.111
273,CNN,Thu Jul 26 13:52:45 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=13, tm_min=52, tm_sec=45, tm_wday=3, tm_yday=207, tm_isdst=-1)",74,RT @CNNMoney: Nasdaq drops 1% at the open as Facebook plunges 19%. Facebook on track for worst one-day drop after issuing gloomy forecast.…,Other,-0.7783,0.0,0.719,0.281
274,CNN,Thu Jul 26 06:49:01 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=6, tm_min=49, tm_sec=1, tm_wday=3, tm_yday=207, tm_isdst=-1)",75,"An explosive device has been detonated in a public area at the US embassy in Beijing, close to the main compound, a… https://t.co/0OtF9rqKbA",Other,0.0,0.0,1.0,0.0
275,CNN,Thu Jul 26 06:33:50 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=6, tm_min=33, tm_sec=50, tm_wday=3, tm_yday=207, tm_isdst=-1)",76,"An incident has taken place outside the US embassy compound in Beijing, CNN has confirmed. https://t.co/8JWzOpzoDh",Other,0.0,0.0,1.0,0.0
276,CNN,Thu Jul 26 04:52:24 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=4, tm_min=52, tm_sec=24, tm_wday=3, tm_yday=207, tm_isdst=-1)",77,RT @CNNMoney: Qualcomm's $44 billion deal with NXP just became the latest casualty in the escalating US-China trade tensions https://t.co/L…,Other,-0.7269,0.0,0.747,0.253
277,CNN,Thu Jul 26 03:59:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=3, tm_min=59, tm_sec=19, tm_wday=3, tm_yday=207, tm_isdst=-1)",78,"RT @CNNMoney: YouTube has deleted four videos posted by InfoWars founder Alex Jones, the controversial online personality famous for peddli…",Disaster/War,-0.2023,0.0,0.913,0.087
278,CNN,Thu Jul 26 03:29:59 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=3, tm_min=29, tm_sec=59, tm_wday=3, tm_yday=207, tm_isdst=-1)",79,"Six members of a Japanese doomsday cult held responsible for the deaths of dozens of people have been executed, acc… https://t.co/HZtZlLVtRM",Other,-0.3612,0.095,0.747,0.158
279,CNN,Thu Jul 26 00:18:56 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=26, tm_hour=0, tm_min=18, tm_sec=56, tm_wday=3, tm_yday=207, tm_isdst=-1)",80,A 27-year-old man suspected of stabbing two women at a California subway station has been charged with murder… https://t.co/vAriCne5xw,Other,-0.4019,0.0,0.802,0.198
280,CNN,Wed Jul 25 23:43:45 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=23, tm_min=43, tm_sec=45, tm_wday=2, tm_yday=206, tm_isdst=-1)",81,"Conservative House Republicans introduce a resolution to impeach Deputy AG Rod Rosenstein, escalating their fight w… https://t.co/teUQZebDH3",Other,-0.3818,0.0,0.852,0.148
281,CNN,Wed Jul 25 23:25:51 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=23, tm_min=25, tm_sec=51, tm_wday=2, tm_yday=206, tm_isdst=-1)",82,Audio released of candidate Trump talking to his then-attorney may complicate Michael Cohen's ability to cut a coop… https://t.co/WrIUNT4AUn,Other,0.0516,0.113,0.784,0.103
282,CNN,Wed Jul 25 21:13:03 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=21, tm_min=13, tm_sec=3, tm_wday=2, tm_yday=206, tm_isdst=-1)",83,TV host Chris Hardwick will return to his AMC talk shows following an investigation into accusations by his ex-girl… https://t.co/56Ay3buk2L,Other,-0.3182,0.0,0.892,0.108
283,CNN,Wed Jul 25 21:03:25 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=21, tm_min=3, tm_sec=25, tm_wday=2, tm_yday=206, tm_isdst=-1)",84,President Trump hails 'very big day' after he and European Commission President Juncker agree to work toward zero t… https://t.co/pc06fK9lAZ,Disaster/War,0.3612,0.116,0.884,0.0
284,CNN,Wed Jul 25 20:24:01 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=20, tm_min=24, tm_sec=1, tm_wday=2, tm_yday=206, tm_isdst=-1)",85,President Trump and European Commission President Juncker are speaking with reporters at the White House. Follow li… https://t.co/ZJQWXsx2tf,Other,0.0,0.0,1.0,0.0
285,CNN,Wed Jul 25 19:06:45 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=19, tm_min=6, tm_sec=45, tm_wday=2, tm_yday=206, tm_isdst=-1)",86,Secretary of State Pompeo appears before a Senate committee to talk about the Russia summit. Follow live updates:… https://t.co/50UtC12tss,Other,0.0,0.0,1.0,0.0
286,CNN,Wed Jul 25 19:00:42 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=19, tm_min=0, tm_sec=42, tm_wday=2, tm_yday=206, tm_isdst=-1)",87,"A Pennsylvania board found that Bill Cosby is a sexually violent predator, although the final decision on his class… https://t.co/1xJ7SMP06n",Other,-0.5994,0.0,0.813,0.187
287,CNN,Wed Jul 25 18:50:25 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=18, tm_min=50, tm_sec=25, tm_wday=2, tm_yday=206, tm_isdst=-1)",88,"Kraft Heinz Foods Company is recalling 7,000 cases of Taco Bell Salsa Con Queso Mild Cheese Dip due to a risk of bo… https://t.co/fkyM3VLp97",Other,-0.2732,0.0,0.913,0.087
288,CNN,Wed Jul 25 18:46:48 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=18, tm_min=46, tm_sec=48, tm_wday=2, tm_yday=206, tm_isdst=-1)",89,Secretary of State Mike Pompeo issues a statement reaffirming that the US does not recognize Russia's annexation of… https://t.co/1gmIenaXNe,Other,0.0,0.0,1.0,0.0
289,CNN,Wed Jul 25 18:19:39 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=18, tm_min=19, tm_sec=39, tm_wday=2, tm_yday=206, tm_isdst=-1)",90,"President Trump, meeting with the European Commission President, says the US would be ""extremely pleased"" if all ta… https://t.co/w53yZj9KZU",Other,0.4927,0.151,0.849,0.0
290,CNN,Wed Jul 25 16:12:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=16, tm_min=12, tm_sec=5, tm_wday=2, tm_yday=206, tm_isdst=-1)",91,"European Commission President Jean-Claude Juncker is ""not overly optimistic"" ahead of his talks with President Trum… https://t.co/zoTOp1MMdh",Other,-0.2411,0.0,0.891,0.109
291,CNN,Wed Jul 25 14:17:46 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=14, tm_min=17, tm_sec=46, tm_wday=2, tm_yday=206, tm_isdst=-1)",92,A new study maps out evidence of a body of liquid water on Mars similar to lakes found beneath Greenland on Earth… https://t.co/TZhSV6euse,Other,0.0,0.0,1.0,0.0
292,CNN,Wed Jul 25 13:02:48 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=13, tm_min=2, tm_sec=48, tm_wday=2, tm_yday=206, tm_isdst=-1)",93,RT @CNNPolitics: The US conducts an airstrike in Somalia near a base where a US soldier was killed https://t.co/H9Zx9QTXaH https://t.co/EUo…,Disaster/War,-0.6705,0.0,0.791,0.209
293,CNN,Wed Jul 25 13:02:38 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=13, tm_min=2, tm_sec=38, tm_wday=2, tm_yday=206, tm_isdst=-1)",94,"President Trump tweets, ""What kind of a lawyer would tape a client? So sad!"" after CNN obtains audio of him talking… https://t.co/tqBOKuhMKH",Other,0.0,0.0,1.0,0.0
294,CNN,Wed Jul 25 12:05:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=12, tm_min=5, tm_sec=5, tm_wday=2, tm_yday=206, tm_isdst=-1)",95,SpaceX successfully launches its Falcon9 from Vandenberg Air Force Base in California. It will once again attempt t… https://t.co/zckNGVqW5Q,Other,0.4939,0.151,0.849,0.0
295,CNN,Wed Jul 25 10:35:19 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=10, tm_min=35, tm_sec=19, tm_wday=2, tm_yday=206, tm_isdst=-1)",96,"Auto legend Sergio Marchionne, the charismatic executive who turned around Fiat Chrysler after bankruptcy, has died… https://t.co/fQL4izZ6sO",Other,0.0,0.0,1.0,0.0
296,CNN,Wed Jul 25 05:10:02 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=5, tm_min=10, tm_sec=2, tm_wday=2, tm_yday=206, tm_isdst=-1)",97,At least one winning ticket was sold in the $522 million Mega Millions lottery. California’s state lottery verified… https://t.co/J9fgziLoNP,Other,0.5267,0.159,0.841,0.0
297,CNN,Wed Jul 25 04:57:05 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=4, tm_min=57, tm_sec=5, tm_wday=2, tm_yday=206, tm_isdst=-1)",98,"Jason Spencer, a Georgia state lawmaker who dropped his trousers and repeatedly used the ""n-word"" on an episode of… https://t.co/54IlbLl23E",Other,0.0,0.0,1.0,0.0
298,CNN,Wed Jul 25 01:08:55 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=1, tm_min=8, tm_sec=55, tm_wday=2, tm_yday=206, tm_isdst=-1)",99,"In CNN's exclusive audio, Trump discusses with then-lawyer Michael Cohen how they would buy the rights to a Playboy… https://t.co/DiKwCTNmtR",Other,0.128,0.077,0.923,0.0
299,CNN,Wed Jul 25 00:56:09 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=7, tm_mday=25, tm_hour=0, tm_min=56, tm_sec=9, tm_wday=2, tm_yday=206, tm_isdst=-1)",100,"RT @CNNPolitics: President Trump-backed Brian Kemp wins the Republican nomination in the Georgia governor's race, CNN projects https://t.co…",Politics,0.5719,0.179,0.821,0.0
300,Fox,Thu Aug 02 01:54:26 +0000 2018,"time.struct_time(tm_year=2018, tm_mon=8, tm_mday=2, tm_hour=1, tm_min=54, tm_sec=26, tm_wday=3, tm_yday=214, tm_isdst=-1)",1,".@VP spoke at a ceremony at @JointBasePHH Wednesday as remains, believed to be those of American service members lo… https://t.co/MFXLbol1qq",Other,0.0,0.0,1.0,0.0
